"teamShortName";"teamName";"city";"position";"firstName";"lastName";"nationality";"overall";"seasonsPlayed";"khlGamesPlayed";"contractType";"2025/2026";"2026/2027";"2027/2028";"2028/2029";"2029/2030";"playerId"
"BAR";"Барыс";"Астана";"ЦТР";"Ансар";"Шайхмедденов";"Казахстан";"67";"4";"75";"односторонний";"2";"4";"";"";"";"barys-player-shaikhmeddenov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Тамирлан";"Гайтамиров";"Казахстан";"66";"5";"167";"двухсторонний";"0,5";"0,5";"0,5";"";"";"barys-player-gaitamirov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Артем";"Королев";"Казахстан";"65";"3";"76";"двухсторонний";"0,5";"0,5";"";"";"";"barys-player-artyom-korolyov"
"BAR";"Барыс";"Астана";"ВРТ";"Андрей";"Шутов";"Казахстан";"64";"5";"93";"односторонний";"25";"33";"";"";"";"goalie-player-andrey-shutov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Бейбарыс";"Оразов";"Казахстан";"61";"2";"67";"двухсторонний";"0,5";"0,5";"1";"";"";"barys-player-orazov"
"BAR";"Барыс";"Астана";"ПНП";"Тимур";"Миндубаев";"Казахстан";"60";"1";"4";"трехсторонний";"0,5";"0,5";"";"";"";"barys-player-mindubayev"
"SPM";"Спартак";"Москва";"ЗАЩ";"Андрей";"Миронов";"Россия";"80";"13";"652";"односторонний";"40";"40";"40";"";"";"spartak-player-andrei-mironov"
"SPM";"Спартак";"Москва";"ЛНП";"Даниил";"Гутик";"Россия";"80";"5";"222";"односторонний";"9";"";"";"";"";"spartak-player-gutik"
"SPM";"Спартак";"Москва";"ЛНП";"Максим";"Комтуа";"Канада";"79";"2";"116";"односторонний";"70";"";"";"";"";"39000000-0000-4000-8000-000000000010"
"SPM";"Спартак";"Москва";"ПНП";"Павел";"Порядин";"Россия";"79";"11";"530";"односторонний";"45";"45";"45";"";"";"spartak-player-poryadin"
"SPM";"Спартак";"Москва";"ЦТР";"Иван";"Морозов";"Россия";"78";"8";"250";"односторонний";"18";"";"";"";"";"spartak-player-ivan-morozov"
"SPM";"Спартак";"Москва";"ВРТ";"Иван";"Федотов";"Россия";"78";"6";"133";"односторонний";"20";"20";"20";"";"";"goalie-player-ivan-fedotov"
"SPM";"Спартак";"Москва";"ЦТР";"Михаил";"Мальцев";"Россия";"78";"6";"183";"односторонний";"40";"40";"";"";"";"spartak-player-maltsev"
"SPM";"Спартак";"Москва";"ЗАЩ";"Даниил";"Орлов";"Россия";"77";"4";"192";"двухсторонний";"4";"";"";"";"";"spartak-player-daniil-orlov"
"SPM";"Спартак";"Москва";"ЗАЩ";"Джозеф";"Кин";"США";"77";"3";"162";"односторонний";"25";"25";"";"";"";"spartak-player-keane"
"SPM";"Спартак";"Москва";"ЛНП";"Никита";"Коростелев";"Россия";"77";"7";"326";"односторонний";"40";"40";"";"";"";"spartak-player-korostelyov"
"SPM";"Спартак";"Москва";"ЦТР";"Александр";"Гальченюк";"Россия";"76";"4";"172";"односторонний";"90";"";"";"";"";"amur-player-galchenyuk"
"SPM";"Спартак";"Москва";"ЗАЩ";"Дмитрий";"Вишневский";"Россия";"76";"18";"764";"односторонний";"20";"";"";"";"";"spartak-player-vishnevsky"
"SPM";"Спартак";"Москва";"ПНП";"Александр";"Беляев";"Россия";"75";"4";"172";"двухсторонний";"3";"3";"";"";"";"spartak-player-belyayev"
"SPM";"Спартак";"Москва";"ПНП";"Александр";"Пашин";"Россия";"75";"5";"173";"двухсторонний";"11";"13";"";"";"";"spartak-player-pashin"
"SPM";"Спартак";"Москва";"ЛНП";"Брэндон";"Биро";"Канада";"75";"1";"42";"односторонний";"14";"";"";"";"";"spartak-player-biro"
"SPM";"Спартак";"Москва";"ЦТР";"Герман";"Рубцов";"Россия";"75";"6";"244";"односторонний";"15";"16";"";"";"";"spartak-player-rubtsov"
"SPM";"Спартак";"Москва";"ПНП";"Евгений";"Свечников";"Россия";"75";"5";"125";"односторонний";"40";"";"";"";"";"amur-player-yevgeni-svechnikov"
"SPM";"Спартак";"Москва";"ЗАЩ";"Кристиан";"Ярош";"Словакия";"75";"4";"173";"односторонний";"30";"35";"35";"";"";"spartak-player-jaros"
"SPM";"Спартак";"Москва";"ЦТР";"Лукас";"Локхарт";"Канада";"74";"9";"503";"односторонний";"30";"30";"";"";"";"spartak-player-lockhart"
"SPM";"Спартак";"Москва";"ЛНП";"Данил";"Пивчулин";"Россия";"73";"2";"76";"двухсторонний";"1";"2";"";"";"";"spartak-player-pivchulin"
"SPM";"Спартак";"Москва";"ЦТР";"Игнат";"Коротких";"Россия";"73";"6";"141";"двухсторонний";"2";"";"";"";"";"spartak-player-korotkikh"
"SPM";"Спартак";"Москва";"ПНП";"Егор";"Филин";"Россия";"72";"3";"132";"двухсторонний";"2";"2";"";"";"";"spartak-player-filin"
"SPM";"Спартак";"Москва";"ЗАЩ";"Артемий";"Князев";"Россия";"71";"3";"91";"односторонний";"9";"";"";"";"";"spartak-player-knyazev"
"SPM";"Спартак";"Москва";"ЦТР";"Никита";"Холодилин";"Россия";"70";"5";"129";"двухсторонний";"0,5";"0,5";"0,5";"";"";"spartak-player-kholodilin"
"SPM";"Спартак";"Москва";"ВРТ";"Артем";"Загидулин";"Россия";"69";"7";"143";"односторонний";"20";"20";"";"";"";"goalie-player-artem-zagidulin"
"SPM";"Спартак";"Москва";"ЗАЩ";"Вениамин";"Королев";"Россия";"69";"2";"78";"двухсторонний";"2";"4";"";"";"";"spartak-player-korolyov"
"SPM";"Спартак";"Москва";"ЛНП";"Максим";"Филимонов";"Россия";"68";"1";"2";"трехсторонний";"0,5";"0,5";"1";"";"";"spartak-player-filimonov"
"SPM";"Спартак";"Москва";"ЗАЩ";"Роман";"Бычков";"Россия";"68";"5";"90";"двухсторонний";"6";"";"";"";"";"spartak-player-bychkov"
"SPM";"Спартак";"Москва";"ЦТР";"Евгений";"Якунин";"Россия";"67";"0";"0";"трехсторонний";"0,5";"0,5";"2";"3";"";"spartak-player-yakunin"
"SPM";"Спартак";"Москва";"ЗАЩ";"Никита";"Тюрин";"Россия";"67";"2";"8";"трехсторонний";"0,5";"0,5";"2";"3";"";"spartak-player-tyurin"
"SPM";"Спартак";"Москва";"ЛНП";"Федор";"Аврамов";"Россия";"67";"3";"55";"двухсторонний";"0,5";"";"";"";"";"sochi-player-fyodor-avramov"
"SPM";"Спартак";"Москва";"ВРТ";"Ярослав";"Кузьменко";"Россия";"67";"1";"2";"двухсторонний";"0,5";"0,5";"0,5";"";"";"goalie-player-yaroslav-kuzmenko"
"SPM";"Спартак";"Москва";"ЛНП";"Данила";"Сысоев";"Россия";"66";"0";"0";"трехсторонний";"0,5";"0,5";"1";"";"";"spartak-player-danila-sysoyev"
"SPM";"Спартак";"Москва";"ВРТ";"Евгений";"Волохин";"Россия";"66";"2";"33";"двухсторонний";"0,5";"0,5";"0,5";"";"";"goalie-player-evgeny-volokhin"
"SPM";"Спартак";"Москва";"ПНП";"Жоэ Кристоф";"Муиссу";"Россия";"66";"2";"18";"трехсторонний";"0,5";"";"";"";"";"neftekhimik-player-muissu"
"SPM";"Спартак";"Москва";"ЛНП";"Александр";"Плесовских";"Россия";"64";"1";"3";"трехсторонний";"0,5";"0,5";"1";"";"";"spartak-player-plesovskikh"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Бреннан";"Менелл";"Россия";"78";"6";"258";"односторонний";"55";"";"";"";"";"ska-player-menell"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Дмитрий";"Яшкин";"Россия";"78";"6";"338";"односторонний";"95";"";"";"";"";"35000000-0000-4000-8000-000000000022"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Мартин";"Фрк";"Чехия";"78";"0";"0";"односторонний";"60";"60";"60";"";"";"dragons-player-martin-frk"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Ник";"Чичек";"Канада";"77";"0";"0";"односторонний";"30";"30";"";"";"";"dragons-player-cicek"
"SHD";"Шанхайские Драконы";"Шанхай";"ЦТР";"Николас";"Петан";"Канада";"77";"1";"47";"односторонний";"55";"55";"";"";"";"dragons-player-nicolas-petan"
"SHD";"Шанхайские Драконы";"Шанхай";"ЛНП";"Бретт";"Мюррэй";"Канада";"76";"0";"0";"односторонний";"45";"45";"";"";"";"dragons-player-brett-murray"
"SHD";"Шанхайские Драконы";"Шанхай";"ЛНП";"Михаил";"Котляревский";"Россия";"76";"9";"297";"односторонний";"15";"";"";"";"";"a7b8c9d0-e1f2-4a3b-8c4d-5e6f7a8b9c0f"
"SHD";"Шанхайские Драконы";"Шанхай";"ЛНП";"Никита";"Попугаев";"Россия";"76";"7";"242";"односторонний";"40";"40";"";"";"";"dragons-player-nikita-popugayev"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Семён";"Кошелев";"Россия";"76";"11";"518";"односторонний";"24";"";"";"";"";"sib-player-koshelev"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Владислав";"Барулин";"Россия";"75";"5";"216";"односторонний";"25";"";"";"";"";"neftekhimik-player-vladislav-barulin"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Павел";"Акользин";"Россия";"75";"10";"473";"односторонний";"20";"20";"";"";"";"dragons-player-akolzin"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Павел";"Коледов";"Россия";"75";"14";"636";"односторонний";"26";"";"";"";"";"ska-player-koledov"
"SHD";"Шанхайские Драконы";"Шанхай";"ЛНП";"Владимир";"Кузнецов";"Россия";"74";"7";"155";"односторонний";"20";"20";"";"";"";"dragons-player-vladimir-kuznetsov"
"SHD";"Шанхайские Драконы";"Шанхай";"ЦТР";"Райли";"Саттер";"Канада";"74";"1";"52";"односторонний";"25";"25";"";"";"";"dragons-player-riley-sutter"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Дживани";"Смит";"Канада";"73";"0";"0";"односторонний";"25";"25";"";"";"";"dragons-player-givani-smith"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Михаил";"Науменков";"Россия";"73";"13";"618";"односторонний";"37";"";"";"";"";"5b000000-0000-4000-8000-000000000015"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Сергей";"Бойков";"Россия";"73";"7";"231";"односторонний";"15";"";"";"";"";"5b000000-0000-4000-8000-000000000004"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Степан";"Хрипунов";"Россия";"73";"11";"428";"односторонний";"15";"";"";"";"";"a2b3c4d5-e6f7-4a8b-9c0d-1e2f3a4b5c6d"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Тахир";"Мингачев";"Россия";"73";"6";"236";"двухсторонний";"12";"12";"";"";"";"37000000-0000-4000-8000-000000000012"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Тёрнер";"Оттенбрайт";"Канада";"73";"1";"64";"односторонний";"25";"25";"";"";"";"dragons-player-ottenbreit"
"SHD";"Шанхайские Драконы";"Шанхай";"ВРТ";"Патрик";"Рибар";"Словакия";"72";"5";"157";"односторонний";"40";"40";"";"";"";"goalie-player-patrik-rybar"
"SHD";"Шанхайские Драконы";"Шанхай";"ЗАЩ";"Жереми";"Гроло";"Канада";"71";"1";"1";"односторонний";"15";"15";"";"";"";"dragons-player-groleau"
"SHD";"Шанхайские Драконы";"Шанхай";"ВРТ";"Павел";"Хомченко";"Россия";"70";"7";"148";"односторонний";"30";"30";"";"";"";"goalie-player-pavel-khomchenko"
"SHD";"Шанхайские Драконы";"Шанхай";"ПНП";"Артём";"Чернов";"Россия";"62";"2";"65";"двухсторонний";"2";"";"";"";"";"39000000-0000-4000-8000-000000000023"
"SHD";"Шанхайские Драконы";"Шанхай";"ЦТР";"Дэвид";"Чен";"США";"61";"0";"0";"односторонний";"2";"2";"";"";"";"dragons-player-david-chen"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Николай";"Голдобин";"Россия";"79";"6";"328";"односторонний";"35";"40";"45";"";"";"ska-player-goldobin"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Сергей";"Плотников";"Россия";"79";"16";"855";"односторонний";"55";"60";"60";"";"";"ska-player-plotnikov"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Тревор";"Мерфи";"Канада";"79";"8";"312";"односторонний";"75";"75";"";"";"";"ska-player-murphy"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Даниил";"Мироманов";"Россия";"78";"2";"73";"односторонний";"35";"35";"45";"";"";"added-player-miromanov"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Данил";"Аймурзин";"Россия";"78";"6";"218";"односторонний";"23";"";"";"";"";"severstal-player-aimurzin"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Валентин";"Зыков";"Россия";"77";"5";"233";"односторонний";"35";"45";"";"";"";"ska-player-zykov"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Егор";"Савиков";"Россия";"77";"6";"227";"односторонний";"10";"15";"17";"";"";"ska-player-savikov"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Захар";"Бардаков";"Россия";"77";"5";"209";"односторонний";"50";"50";"";"";"";"external-rights-bardakov"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Матвей";"Короткий";"Россия";"77";"2";"73";"двухсторонний";"5";"10";"";"";"";"ska-player-korotky"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Никита";"Зайцев";"Россия";"77";"10";"393";"односторонний";"75";"75";"75";"";"";"ska-player-zaitsev"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Алексей";"Маклюков";"Россия";"76";"10";"527";"односторонний";"40";"40";"";"";"";"33000000-0000-4000-8000-000000000009"
"SKA";"СКА";"Санкт-Петербург";"ВРТ";"Артемий";"Плешков";"Россия";"76";"4";"80";"двухсторонний";"5";"5";"";"";"";"goalie-player-artemy-pleshkov"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Василий";"Атанасов";"Россия";"76";"4";"199";"односторонний";"25";"";"";"";"";"5b000000-0000-4000-8000-000000000002"
"SKA";"СКА";"Санкт-Петербург";"ЛНП";"Василий";"Глотов";"Россия";"76";"7";"320";"односторонний";"70";"";"";"";"";"f6a7b8c9-d0e1-4f2a-8b3c-4d5e6f7a8bf0"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Николай";"Чебыкин";"Россия";"76";"8";"276";"односторонний";"5";"";"";"";"";"severstal-player-chebykin"
"SKA";"СКА";"Санкт-Петербург";"ЛНП";"Рокко";"Гримальди";"США";"76";"1";"66";"односторонний";"92";"92";"";"";"";"ska-player-grimaldi"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Скотт";"Уилсон";"Канада";"76";"4";"227";"односторонний";"25";"60";"";"";"";"ska-player-wilson"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Андрей";"Педан";"Россия";"75";"9";"327";"односторонний";"40";"";"";"";"";"ska-player-pedan"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Джозеф";"Бландизи";"Канада";"75";"1";"62";"односторонний";"40";"50";"";"";"";"ska-player-blandisi"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Никита";"Дишковский";"Россия";"75";"1";"66";"двухсторонний";"1";"";"";"";"";"ska-player-dishkovsky"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Сергей";"Сапего";"Беларусь";"75";"6";"255";"односторонний";"50";"50";"";"";"";"ska-player-sapego"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Владислав";"Семин";"Россия";"72";"8";"249";"односторонний";"17";"37";"37";"";"";"lada-player-vladislav-syomin"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Игорь";"Ларионов";"Россия";"72";"5";"140";"односторонний";"30";"";"";"";"";"ska-player-larionov"
"SKA";"СКА";"Санкт-Петербург";"ЗАЩ";"Маркус";"Филлипс";"Канада";"72";"2";"125";"односторонний";"18";"";"";"";"";"ska-player-phillips"
"SKA";"СКА";"Санкт-Петербург";"ЛНП";"Игнат";"Лутфуллин";"Россия";"70";"1";"19";"двухсторонний";"1";"1";"";"";"";"ska-player-lutfullin"
"SKA";"СКА";"Санкт-Петербург";"ЦТР";"Никита";"Недопекин";"Россия";"70";"1";"50";"двухсторонний";"0,5";"0,5";"";"";"";"ska-player-nedopyokin"
"SKA";"СКА";"Санкт-Петербург";"ПНП";"Макар";"Ханин";"Россия";"65";"1";"4";"двухсторонний";"0,5";"";"";"";"";"ska-player-khanin"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Джесси";"Грэм";"Канада";"77";"4";"186";"односторонний";"30";"30";"";"";"";"sochi-player-graham"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Кэмерон";"Ли";"Россия";"76";"5";"199";"односторонний";"25";"28";"";"";"";"sochi-player-cameron-lee"
"SCH";"Сочи";"Сочи";"ЦТР";"Матвей";"Гуськов";"Россия";"76";"7";"194";"односторонний";"27";"33";"";"";"";"sochi-player-matvei-guskov"
"SCH";"Сочи";"Сочи";"ЛНП";"Александр";"Хохлачев";"Россия";"75";"11";"539";"односторонний";"5";"";"";"";"";"31000000-0000-4000-8000-000000000020"
"SCH";"Сочи";"Сочи";"ПНП";"Егор";"Петухов";"Россия";"75";"9";"425";"односторонний";"22";"28";"";"";"";"sochi-player-yegor-petukhov"
"SCH";"Сочи";"Сочи";"ПНП";"Макс";"Эллис";"США";"75";"1";"52";"односторонний";"26";"";"";"";"";"sochi-player-max-ellis"
"SCH";"Сочи";"Сочи";"ПНП";"Павел";"Дедунов";"Россия";"75";"16";"620";"односторонний";"25";"";"";"";"";"sochi-player-dedunov"
"SCH";"Сочи";"Сочи";"ЦТР";"Тимур";"Хафизов";"Россия";"75";"9";"324";"односторонний";"25";"30";"";"";"";"sochi-player-khafizov"
"SCH";"Сочи";"Сочи";"ЦТР";"Артур";"Гиздатуллин";"Россия";"74";"10";"278";"односторонний";"12";"";"";"";"";"amur-player-gizdatullin"
"SCH";"Сочи";"Сочи";"ПНП";"Данил";"Башкиров";"Россия";"74";"8";"303";"односторонний";"22";"25";"";"";"";"sochi-player-bashkirov"
"SCH";"Сочи";"Сочи";"ЛНП";"Дмитрий";"Кагарлицкий";"Россия";"74";"18";"787";"односторонний";"12";"20";"20";"";"";"sochi-player-kagarlitsky"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Тимур";"Ахияров";"Россия";"74";"8";"235";"односторонний";"13";"";"";"";"";"sib-player-akhiyarov"
"SCH";"Сочи";"Сочи";"ЛНП";"Денис";"Венгрыжановский";"Россия";"73";"7";"190";"односторонний";"7";"";"";"";"";"sochi-player-vengryzhanovsky"
"SCH";"Сочи";"Сочи";"ЦТР";"Рафаэль";"Бикмуллин";"Россия";"73";"10";"329";"односторонний";"15";"";"";"";"";"sochi-player-bikmullin"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Артем";"Волков";"Россия";"72";"12";"520";"односторонний";"22";"";"";"";"";"sochi-player-artyom-volkov"
"SCH";"Сочи";"Сочи";"ПНП";"Кирилл";"Воронин";"Россия";"72";"11";"565";"односторонний";"11";"";"";"";"";"4b000000-0000-4000-8000-000000000004"
"SCH";"Сочи";"Сочи";"ПНП";"Кирилл";"Слепец";"Россия";"72";"8";"241";"односторонний";"10";"";"";"";"";"amur-player-slepets"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Илья";"Николаев";"Россия";"71";"7";"190";"односторонний";"9";"10";"10";"";"";"sochi-player-nikolayev"
"SCH";"Сочи";"Сочи";"ПНП";"Николай";"Поляков";"Россия";"71";"6";"133";"двухсторонний";"2";"2";"";"";"";"sochi-player-nikolai-polyakov"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Виктор";"Балдаев";"Россия";"70";"12";"373";"односторонний";"15";"";"";"";"";"amur-player-baldayev"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Илья";"Хохлов";"Россия";"70";"12";"487";"односторонний";"4";"";"";"";"";"sochi-player-khokhlov"
"SCH";"Сочи";"Сочи";"ЦТР";"Никита";"Гуслистов";"Россия";"70";"6";"153";"двухсторонний";"2";"";"";"";"";"sochi-player-nikita-guslistov"
"SCH";"Сочи";"Сочи";"ВРТ";"Дамир";"Шаймарданов";"Россия";"69";"2";"28";"двухсторонний";"0,5";"0,5";"";"";"";"goalie-player-damir-shaimardanov"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Данил";"Мокрушев";"Россия";"69";"2";"72";"двухсторонний";"10";"";"";"";"";"sochi-player-mokrushev"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Антон";"Малышев";"Россия";"68";"6";"182";"односторонний";"5";"";"";"";"";"sochi-player-anton-malyshev"
"SCH";"Сочи";"Сочи";"ВРТ";"Иван";"Бочаров";"Россия";"68";"10";"298";"односторонний";"30";"30";"";"";"";"goalie-player-ivan-bocharov"
"SCH";"Сочи";"Сочи";"ВРТ";"Алексей";"Щетилин";"Россия";"67";"1";"16";"двухсторонний";"0,5";"0,5";"";"";"";"goalie-player-alexei-shchetilin"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Илья";"Сушко";"Беларусь";"65";"4";"83";"двухсторонний";"2";"2";"";"";"";"sochi-player-ilya-sushko"
"SCH";"Сочи";"Сочи";"ЗАЩ";"Всеволод";"Цевелев";"Россия";"61";"1";"3";"трехсторонний";"0,5";"0,5";"0,5";"";"";"sochi-player-tsevelyov"
"TRK";"Трактор";"Челябинск";"ЗАЩ";"Григорий";"Дронов";"Россия";"79";"10";"386";"односторонний";"55";"70";"70";"";"";"e2f3a4b5-c6d7-4e8f-8a9b-0c1d2e3f4a90"
"TRK";"Трактор";"Челябинск";"ЦТР";"Михаил";"Григоренко";"Россия";"78";"8";"422";"односторонний";"70";"";"";"";"";"b2c3d4e5-f6a7-4b8c-8d9e-0f1a2b3c4d80"
"TRK";"Трактор";"Челябинск";"ЦТР";"Андрей";"Светлаков";"Россия";"77";"11";"504";"односторонний";"62";"";"";"";"";"b4c5d6e7-f8a9-4b0c-8d1e-2f3a4b5c6dc0"
"TRK";"Трактор";"Челябинск";"ПНП";"Никита";"Сошников";"Россия";"77";"10";"424";"односторонний";"27";"40";"";"";"";"admiral-player-soshnikov"
"TRK";"Трактор";"Челябинск";"ПНП";"Виталий";"Кравцов";"Россия";"76";"9";"315";"односторонний";"30";"75";"85";"";"";"e5f6a7b8-c9d0-4e1f-8a2b-3c4d5e6f7ae0"
"TRK";"Трактор";"Челябинск";"ЛНП";"Максим";"Джиошвили";"Россия";"76";"6";"234";"односторонний";"20";"35";"";"";"";"b8c9d0e1-f2a3-4b5c-8d6e-7f8a9b0c1d30"
"TRK";"Трактор";"Челябинск";"ЗАЩ";"Сергей";"Телегин";"Россия";"74";"6";"316";"односторонний";"50";"50";"";"";"";"c6d7e8f9-a0b1-4c2d-8e3f-4a5b6c7d8e70"
"TRK";"Трактор";"Челябинск";"ВРТ";"Хенрик";"Хейкеланн";"NO";"74";"0";"0";"односторонний";"55";"55";"55";"";"";"goalie-player-henrik-haukeland"
"TRK";"Трактор";"Челябинск";"ВРТ";"Дмитрий";"Николаев";"Россия";"73";"5";"133";"односторонний";"35";"35";"35";"";"";"goalie-player-dmitry-nikolaev"
"TRK";"Трактор";"Челябинск";"ЗАЩ";"Андрей";"Прибыльский";"Россия";"71";"8";"175";"односторонний";"8";"9";"";"";"";"d7e8f9a0-b1c2-4d3e-8f4a-5b6c7d8e9f90"
"TRK";"Трактор";"Челябинск";"ПНП";"Артемий";"Низамеев";"Россия";"71";"1";"14";"трехсторонний";"1";"";"";"";"";"d0e1f2a3-b4c5-4d6e-8f7a-0b1c2d3e4f70"
"TRK";"Трактор";"Челябинск";"ПНП";"Владимир";"Жарков";"Россия";"71";"14";"662";"односторонний";"25";"";"";"";"";"c9d0e1f2-a3b4-4c5d-8e7f-9a0b1c2d3e50"
"TRK";"Трактор";"Челябинск";"ВРТ";"Савелий";"Шерстнев";"Россия";"70";"1";"12";"двухсторонний";"0,5";"";"";"";"";"goalie-player-savely-sherstnev"
"TRK";"Трактор";"Челябинск";"ЗАЩ";"Иван";"Выдренков";"Россия";"69";"4";"61";"двухсторонний";"2";"2";"";"";"";"ska-player-vydrenkov"
"TRK";"Трактор";"Челябинск";"ПНП";"Александр";"Рыков";"Россия";"66";"4";"100";"трехсторонний";"5";"";"";"";"";"a3b4c5d6-e7f8-4a9b-8c0d-1e2f3a4b5cb0"
"TRK";"Трактор";"Челябинск";"ЛНП";"Михаил";"Горюнов-Рольгизер";"Россия";"65";"6";"144";"двухсторонний";"5";"";"";"";"";"a7b8c9d0-e1f2-4a3b-8c4d-5e6f7a8b9c10"
"TRK";"Трактор";"Челябинск";"ЗАЩ";"Ярослав";"Федосеев";"Россия";"65";"1";"6";"трехсторонний";"0,5";"0,5";"";"";"";"e8f9a0b1-c2d3-4e4f-8a5b-6c7d8e9f0a20"
"TRK";"Трактор";"Челябинск";"ЗАЩ";"Доминик";"Миканович";"Беларусь";"61";"2";"9";"трехсторонний";"0,5";"0,5";"";"";"";"f9a0b1c2-d3e4-4f5a-8b6c-7d8e9f0a1b40"
"TRK";"Трактор";"Челябинск";"ПНП";"Алексей";"Рыкманов";"Россия";"60";"2";"31";"двухсторонний";"1";"";"";"";"";"f2a3b4c5-d6e7-4f8a-8b9c-0d1e2f3a4ba0"
"MMG";"Металлург";"Магнитогорск";"ЗАЩ";"Валерий";"Орехов";"Казахстан";"79";"9";"399";"односторонний";"37";"40";"";"";"";"33000000-0000-4000-8000-000000000013"
"MMG";"Металлург";"Магнитогорск";"ЛНП";"Владимир";"Ткачев";"Россия";"78";"11";"432";"односторонний";"65";"90";"";"";"";"33000000-0000-4000-8000-000000000019"
"MMG";"Металлург";"Магнитогорск";"ПНП";"Дмитрий";"Силантьев";"Россия";"78";"3";"150";"односторонний";"25";"30";"";"";"";"33000000-0000-4000-8000-000000000017"
"MMG";"Металлург";"Магнитогорск";"ЗАЩ";"Владислав";"Провольнев";"Россия";"77";"11";"472";"односторонний";"30";"55";"55";"";"";"37000000-0000-4000-8000-000000000026"
"MMG";"Металлург";"Магнитогорск";"ЗАЩ";"Егор";"Яковлев";"Россия";"76";"14";"702";"односторонний";"65";"65";"";"";"";"33000000-0000-4000-8000-000000000023"
"MMG";"Металлург";"Магнитогорск";"ЛНП";"Никита";"Михайлис";"Казахстан";"76";"12";"554";"односторонний";"55";"60";"";"";"";"33000000-0000-4000-8000-000000000011"
"MMG";"Металлург";"Магнитогорск";"ПНП";"Нэйтан";"Тодд";"Канада";"76";"2";"120";"односторонний";"18";"";"";"";"";"35000000-0000-4000-8000-000000000018"
"MMG";"Металлург";"Магнитогорск";"ПНП";"Степан";"Старков";"Россия";"76";"10";"350";"односторонний";"45";"";"";"";"";"admiral-player-starkov"
"MMG";"Металлург";"Магнитогорск";"ВРТ";"Александр";"Смолин";"Россия";"75";"3";"65";"односторонний";"6";"20";"";"";"";"goalie-player-alexander-smolin"
"MMG";"Металлург";"Магнитогорск";"ЦТР";"Люк";"Джонсон";"США";"75";"3";"155";"односторонний";"55";"60";"";"";"";"33000000-0000-4000-8000-000000000003"
"MMG";"Металлург";"Магнитогорск";"ЛНП";"Даниил";"Вовченко";"Россия";"74";"11";"546";"односторонний";"50";"";"";"";"";"33000000-0000-4000-8000-000000000002"
"MMG";"Металлург";"Магнитогорск";"ЦТР";"Руслан";"Исхаков";"Россия";"74";"2";"112";"односторонний";"40";"";"";"";"";"33000000-0000-4000-8000-000000000004"
